ID	Name	Place	Once	Story	Auto	Begin	Duration	Interval	Desc	EndDesc	Hide	Flag
10	洞府现世	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_DongFuAppear_Medicine	0		9		听说[TXT]有前古不知名散仙的洞府现世。洞府主人为炼丹宗师，其中利用炼丹之术设立无数机关禁法，如果不精炼丹之道，寸步难行。	[TXT]的仙人洞府已经现世，其中的秘宝被慕名而来的修行者瓜分。		
11	古书踪迹	Place_HeYinCity|Place_HuCity|Place_PanSheCity|Place_ShanCity|Place_DaLiangCity|Place_Desert|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_CentralPlains5|Place_CentralPlains4|Place_FertileField3|Place_FertileField2|Place_FertileField1		Secrets_Esoterica1	0		9		听说有名凡人从一座古墓中发掘出一本早已失传的奇书。但是此书随后流入[TXT]，不知所踪。	[TXT]出土的奇书被某位修行者捷足先登。		
12	秘籍出土	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_Esoterica2	0		9		听说有名修行者在[TXT]寻得线索，疑似某位古代仙人遗留的秘籍埋藏于此。	一名神秘修行者气运所钟，最终得到了失落的秘籍。		
14	神通现世	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_Magic	0		9		听说[TXT]近日出土龙崖石刻，疑有上古遗失的神通现世。	一名神秘修行者夺走了这门神秘神通。		
15	神通现世	Place_Snowfield|Place_Snowfield3|Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14		Secrets_Magic_Cold	0		9		听说[TXT]近日出土龙崖石刻，疑有上古遗失的神通现世。只是受天地气机干涉，石刻出土地附近陷入天寒地冻（-150℃）的环境中。	一名神秘修行者夺走了这门神秘神通。		
16	神通现世	Place_Desert|Place_Desert2|Place_Desert4|Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14		Secrets_Magic_Hot	0		9		听说[TXT]近日出土龙崖石刻，疑有上古遗失的神通现世。只是受天地气机干涉，石刻出土地附近被真火包围（500℃），炽热难耐。	一名神秘修行者夺走了这门神秘神通。		
17	邪派行踪	Place_Desert|Place_SouthForest|Place_Snowfield|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_Desert2|Place_Desert4|Place_Snowfield3|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14		Secrets_BadFight1	0		3		听说有邪派弟子在[TXT]出没，似乎在有什么目的。	出现在[TXT]邪派弟子离开了。		
18	邪派行踪	Place_Desert|Place_SouthForest|Place_Snowfield|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_Desert2|Place_Desert4|Place_Snowfield3|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14		Secrets_BadFight2	0		3		听说有邪派精英弟子在[TXT]出没，似乎在有什么目的。	出现在[TXT]邪派弟子离开了。		
19	邪派行踪	Place_Desert|Place_SouthForest|Place_Snowfield|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_Desert2|Place_Desert4|Place_Snowfield3|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14		Secrets_BadFight3	0		3		听说有邪派长老在[TXT]出没，似乎在有什么目的。	出现在[TXT]邪派弟子离开了。		
20	正派行踪	Place_Desert|Place_SouthForest|Place_Snowfield|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_Desert2|Place_Desert4|Place_Snowfield3|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14		Secrets_GoodFight1	0		3		听说有正派弟子在[TXT]出没，似乎在有什么目的。	出现在[TXT]正派弟子离开了。		
21	正派行踪	Place_Desert|Place_SouthForest|Place_Snowfield|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_Desert2|Place_Desert4|Place_Snowfield3|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14		Secrets_GoodFight2	0		3		听说有正派精英弟子在[TXT]出没，似乎在有什么目的。	出现在[TXT]正派弟子离开了。		
22	正派行踪	Place_Desert|Place_SouthForest|Place_Snowfield|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_Desert2|Place_Desert4|Place_Snowfield3|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14		Secrets_GoodFight3	0		3		听说有正派长老在[TXT]出没，似乎在有什么目的。	出现在[TXT]正派弟子离开了。		
23	宝藏秘闻	Place_SouthForest3	1	Secrets_Baozang_EX1			9999		依照《御风子游记：卷六》中记载，当年混元祖师于南荒虫谷受魔道六派围攻而失踪，其随身至宝也因此失落于虫谷之中。			
24	宝藏秘闻	Place_HeHuan2	1	Secrets_Baozang_EX2			9999		依照《拾遗录：下册》所言，合欢岛乃是太古祖龙飞升后遗蜕所化。岛上毒龙潭据说是祖龙紫府位置所在，其中别有洞天。			
25	宝藏秘闻	Place_CentralPlains2	1	Secrets_Baozang_EX3			9999		依照《御风子游记：卷一》所言，炼丹峰医仙洞府遗迹之下还有一方神秘内府，不知真假。 			
26	宝藏秘闻	Place_Desert3	1	Secrets_Baozang_EX4			9999		依照《云笈秘录：大漠篇》中的记载，大漠乃是由于太古时代，一枚陨星坠落大地而生成。昔日陨星坠落之地，后世称之为火穴。			
27	宝藏秘闻	Place_WuLian1	1	Secrets_Baozang_EX5			9999		依照《拾遗录：上册》所言，五莲山天池之下有一座昔日神农帝的闭关之所，而且其中记载了详细的地图，值得一探。			
28	宝藏秘闻	Place_Hei4	1	Secrets_Baozang_EX6			9999		依照《御风子游记：卷二》所言，黑山之下千棘林中曾经被封印有一只天魔。只要按照秘法就可以沟通天魔，获取一门神通。			
29	道统现世	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_Gong2	0		9		听说[TXT]白日星坠，地涌金莲，疑有前辈仙人的道统即将出世，引八方修行者汇聚。	一名神秘修行者获得了前辈仙人的道统。		
30	道统现世	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_Gong3	0		9		听说[TXT]白日星坠，地涌金莲，疑有前辈仙人的道统即将出世，引八方修行者汇聚。	一名神秘修行者获得了前辈仙人的道统。		
31	道统现世	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_Gong4	0		9		听说[TXT]白日星坠，地涌金莲，疑有前辈仙人的道统即将出世，引八方修行者汇聚。	一名神秘修行者获得了前辈仙人的道统。		
32	道统现世	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_Gong5	0		9		听说[TXT]白日星坠，地涌金莲，疑有前辈仙人的道统即将出世，引八方修行者汇聚。	一名神秘修行者获得了前辈仙人的道统。		
33	道统现世	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_Gong6	0		9		听说[TXT]白日星坠，地涌金莲，疑有前辈仙人的道统即将出世，引八方修行者汇聚。	一名神秘修行者获得了前辈仙人的道统。		
34	道统现世	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_Gong7	0		9		听说[TXT]白日星坠，地涌金莲，疑有前辈仙人的道统即将出世，引八方修行者汇聚。	一名神秘修行者获得了前辈仙人的道统。		
39	太一石匣	Place_BirthPlace11	1	Secrets_NanPing1	1	16	9999		听说南屏村的猎户在月轮山麓发现一具尸体，尸体身上带有一个石匣，水火不侵，十分灵异。\n    （触发秘闻，请前往[color=#D06508]天下[/color]面板，点击右下角的秘闻按钮查看秘闻。点击秘闻可以转移到秘闻所在地，如果地点未解锁，则需要多多历练以解锁新的地点。）			
40	重回太一	Place_BirthPlace12	1	Secrets_DongFuAppearEX	1	21	9999		算一算已经过去半个多月，不知灭亡太一门的凶徒是否离去。也许可以回太一门看看，有没有什么线索。			
41	仙剑令	Place_Shu	1	Secrets_XianJianLing1	1	148	58		修行界传言，有十七名十恶不赦的千魂教余孽从蜀山剑牢中越狱，蜀山广发仙剑令邀请天下修行者铲除妖人，必有重谢。	蜀山收回仙剑令，十七名千魂教余孽已尽数伏诛。		
42	魔教行踪	Place_CentralPlains	1	Secrets_XianJianLing2	0		4		听说有千魂教的余孽逃往[TXT]，他们为了恢复功力，会寻找灵魂强大的凡人来修炼魔功，或可据此设下陷阱将其制服。	千魂教的余孽已经踪影全无，无迹可寻。		
43	昆仑法会	Place_KunLun		Secrets_KunLunFaHui	1	112	9	30	每年一度，持续七日的昆仑法会开启，各门派不论正邪，均派出门下最优秀的代表汇聚昆仑山论道斗法，争夺仙缘。	昆仑法会结束了。		
44	仙缘大会	Place_DaLiangCity|Place_ShanCity|Place_PanSheCity|Place_HuCity|Place_HeYinCity		Secrets_GuangShouMenTu	1	80	7	30	修行界一年一度的仙缘会开启，各大派齐聚[TXT]，招收有资质的弟子。一时间天下有志求仙问道之英才汇聚于此。	仙缘大会结束了。		
45	邪帝陵开启	Place_SouthForest2		Secrets_XieDiLing	1	65	28	96	南荒邪帝陵三年一度开启之时已至。据说邪帝陵会持续开启二十八天，有缘者皆有可能获取邪帝传承。一时间修行界风云汇聚南荒。	邪帝陵寝关闭了。		
46	金匣开启	Place_Snowfield2	1	Secrets_YuJingTan	1	285	9		位于大雪原的玉晶潭近日潭水翻涌，预兆其中的金匣宝藏即将于七日之后开启。金匣宝藏内藏魔帝付辟空纵横天下搜罗的奇珍异宝，天下修行者无不蜂拥而至。	金匣宝藏关闭了，本次开启流出的藏宝被瓜分一空。		
47	异界动荡	Place_HuCity	1	Secrets_YiJieChuanWen	1	25	9999		近日观海城有传言流出，北方深海中出现了一片云雾缭绕的海域，有进无出，异常凶险。			
48	异界之迷	Place_YiJieLieFeng	1	Secrets_YiJieKaiQi1	0		9999		异界裂缝再度现世，不知道会不会有什么新的机缘。			
49	赌鬼叶玄	Place_HeYinCity|Place_HuCity|Place_PanSheCity|Place_ShanCity|Place_DaLiangCity|Place_FertileField|Place_CentralPlains|Place_CentralPlains5|Place_CentralPlains4|Place_FertileField3|Place_FertileField2|Place_FertileField1		Secrets_DuGuiXingZong	0		9		有人说今日看到叶玄在[TXT]出没。传说叶玄此人最爱各处收集奇珍异宝，性格古怪，嗜赌如命，常常以宝物对赌他人阳寿。百年来因输光阳寿而死在其手下的亡命赌徒无算，仇家遍地。只是其精通遁法，至今无人可以抓到此人。	赌鬼叶玄已经离开了[TXT]，不知所踪。		
50	古天极符	Place_KunLun2_1	1	Secrets_TianJi			9999		各门各派都有自己的门派符号以此来做为行走天下的标识，例如蜀山的剑符，极天宫的天极符……熟读《群仙录：卷三》后，你敏锐的发现天极老祖当时行走天下时所用的身份标记和当今代表极天宫的天极符有较大的差异，你对此颇感奇怪，因此这个信息虽然没有什么用，但依然将它记了下来。			
51	遗蜕归宗	Place_TianJi	1	Secrets_TianJi3			9999		将天极老祖的仙人遗蜕送还极天宫，让一代宗师可以享受后辈弟子的祭祀。			
52	缩影之卷	Place_CentralPlains3	1	Secrets_SuoYingTuJuan	0	10			先天混沌灵宝万象缩影卷在中原平顶山现世，传闻此物可召唤天地生灵缩影具现而出，神妙非凡。			
53	蛟龙踪迹	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_BossLong	0		3		近日自[TXT]隐约感应到蛟龙出没的气息。	蛟龙的气息消失无踪了……		
54	凶凤踪迹	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_BossFeng	0		3		近日自[TXT]隐约感应到凶凤出没的气息。	凶凤的气息消失无踪了……		
